created_at,day,ta
2019-10-26 06:00:00+00:00,6,25.08
2019-10-26 07:00:00+00:00,6,25.12
2019-10-26 08:00:00+00:00,6,25.25
2019-10-26 09:00:00+00:00,6,25.49
2019-10-26 10:00:00+00:00,6,25.70
2019-10-26 11:00:00+00:00,6,25.95
2019-10-26 12:00:00+00:00,6,26.12
2019-10-26 13:00:00+00:00,6,26.27
2019-10-26 14:00:00+00:00,6,26.45
2019-10-26 15:00:00+00:00,6,26.73
2019-10-26 16:00:00+00:00,6,27.16
2019-10-26 17:00:00+00:00,6,27.37
2019-10-26 18:00:00+00:00,6,27.30
2019-10-26 19:00:00+00:00,6,27.11
2019-10-26 20:00:00+00:00,6,26.90
2019-10-26 21:00:00+00:00,6,26.62
2019-10-26 22:00:00+00:00,6,26.37
2019-10-26 23:00:00+00:00,6,26.17
2019-10-27 00:00:00+00:00,0,25.98
2019-10-27 01:00:00+00:00,0,25.80
2019-10-27 02:00:00+00:00,0,25.65
2019-10-27 03:00:00+00:00,0,25.54
2019-10-27 04:00:00+00:00,0,25.40
2019-10-27 05:00:00+00:00,0,25.28
2019-10-27 06:00:00+00:00,0,25.19
2019-10-27 07:00:00+00:00,0,25.26
2019-10-27 08:00:00+00:00,0,25.50
2019-10-27 09:00:00+00:00,0,25.76
2019-10-27 10:00:00+00:00,0,26.05
2019-10-27 11:00:00+00:00,0,26.35
2019-10-27 12:00:00+00:00,0,26.51
2019-10-27 13:00:00+00:00,0,26.54
2019-10-27 14:00:00+00:00,0,26.60
2019-10-27 15:00:00+00:00,0,26.88
2019-10-27 16:00:00+00:00,0,27.27
2019-10-27 17:00:00+00:00,0,27.40
2019-10-27 18:00:00+00:00,0,27.26
2019-10-27 19:00:00+00:00,0,26.95
2019-10-27 20:00:00+00:00,0,26.63
2019-10-27 21:00:00+00:00,0,26.41
2019-10-27 22:00:00+00:00,0,26.16
2019-10-27 23:00:00+00:00,0,25.93
2019-10-28 00:00:00+00:00,1,25.79
2019-10-28 01:00:00+00:00,1,25.69
2019-10-28 02:00:00+00:00,1,25.59
2019-10-28 03:00:00+00:00,1,25.47
2019-10-28 04:00:00+00:00,1,25.39
2019-10-28 05:00:00+00:00,1,25.28
2019-10-28 06:00:00+00:00,1,24.95
2019-10-28 07:00:00+00:00,1,24.55
2019-10-28 08:00:00+00:00,1,24.74
2019-10-28 09:00:00+00:00,1,24.74
2019-10-28 10:00:00+00:00,1,23.03
2019-10-28 11:00:00+00:00,1,22.60
2019-10-28 12:00:00+00:00,1,22.66
2019-10-28 13:00:00+00:00,1,22.72
2019-10-28 14:00:00+00:00,1,22.70
2019-10-28 15:00:00+00:00,1,22.62
2019-10-28 16:00:00+00:00,1,22.94
2019-10-28 17:00:00+00:00,1,22.82
2019-10-28 18:00:00+00:00,1,22.86
2019-10-28 19:00:00+00:00,1,23.92
2019-10-28 20:00:00+00:00,1,24.54
2019-10-28 21:00:00+00:00,1,24.70
2019-10-28 22:00:00+00:00,1,24.80
2019-10-28 23:00:00+00:00,1,24.75
2019-10-29 00:00:00+00:00,2,24.71
2019-10-29 01:00:00+00:00,2,24.64
2019-10-29 02:00:00+00:00,2,24.59
2019-10-29 03:00:00+00:00,2,24.63
2019-10-29 04:00:00+00:00,2,24.62
2019-10-29 05:00:00+00:00,2,24.56
2019-10-29 06:00:00+00:00,2,24.57
2019-10-29 07:00:00+00:00,2,24.12
2019-10-29 08:00:00+00:00,2,24.16
2019-10-29 09:00:00+00:00,2,24.58
2019-10-29 10:00:00+00:00,2,24.79
2019-10-29 11:00:00+00:00,2,23.15
2019-10-29 12:00:00+00:00,2,22.60
2019-10-29 13:00:00+00:00,2,22.64
2019-10-29 14:00:00+00:00,2,22.62
2019-10-29 15:00:00+00:00,2,22.67
2019-10-29 16:00:00+00:00,2,23.08
2019-10-29 17:00:00+00:00,2,23.24
2019-10-29 18:00:00+00:00,2,23.38
2019-10-29 19:00:00+00:00,2,24.29
2019-10-29 20:00:00+00:00,2,24.77
2019-10-29 21:00:00+00:00,2,24.91
2019-10-29 22:00:00+00:00,2,24.95
2019-10-29 23:00:00+00:00,2,24.88
2019-10-30 00:00:00+00:00,3,24.79
2019-10-30 01:00:00+00:00,3,24.72
2019-10-30 02:00:00+00:00,3,24.68
2019-10-30 03:00:00+00:00,3,24.63
2019-10-30 04:00:00+00:00,3,24.61
2019-10-30 05:00:00+00:00,3,24.55
2019-10-30 06:00:00+00:00,3,24.57
2019-10-30 07:00:00+00:00,3,23.97
2019-10-30 08:00:00+00:00,3,24.24
2019-10-30 09:00:00+00:00,3,24.57
